,at,reviewCreatedVersion,content,score,sentiment
21650,2022-01-15 02:37:09,4.0.7,"Baru hari ini update aplikasi, tapi setelah pembaharuan selesai, belum bisa masuk lagi, malah disuruh pembaharuan lagi. Pemberitahuan untuk pembaharuan masih muncul juga. Mengapa ya?",4,positive
21673,2021-12-28 02:31:32,4.0.7,"Bagus, tapi yang menjadi sedikit membingungkan adalah di update terbaru tidak ada riwayat check-in, padahal itu bagus supaya tahu kita pergi ke mana saja pada hari tersebut. Terima kasih",5,positive
21682,2021-10-03 03:31:13,3.4.6,"Aplikasi nya sdh sangat bagus dan sangat membantu,aku juga lupa check out , ehh Aku lihat tadi pagi ini akhirnya di check in batal, chek out pagi ini, terimakasih peduli lindungi, semoga aplikasi nya bermanfaat",4,positive
21686,2021-07-10 01:37:50,3.3.4,"Bagaimana cara mengetahui jadwal vaksinasi ke2? Nomor saya waktu vaksinasi ke 1 salah. Jd tdk ada pemberitahuan lewat sms. Mnghubungi 119 sngat susah. Ig sma email juga tidak ada balasan. Karna di sertifikat tertulis tgl 26 sdangkan tmn"" saya yg lain ada yg dpat sms maju jd tgl 13 dan ada yg tidak dpat sms sma skali. Trus bagaimana solusinya?",5,positive
21696,2021-09-25 10:51:05,3.4.6,"Hallo ka aku ingin tanya untuk masalah sertifikat vaksin kenapa setelah aku udah masukin data ttp ga muncul sertifikat vaksinnya ya? Padahal aku udah isi dengan benar sesuai arahan tapi sampai sekarang sertifikat vaksin ku ga muncul""",4,positive
21718,2021-09-18 04:44:02,3.4.6,"Pengisian data akun pada bagian tanggal lahir tidak praktis. Untuk yang lahir tahun 60 an , sangat lama harus mundur dari 2001 ke tahun lahirnya.",4,positive
21723,2021-04-13 10:11:40,3.2.6,"Masukan, masih ada jeda waktu kurang lebih 3 jam dari waktu vaksin sampai tersaji serifikat vaksin, mungkin bisa dipercepat agar penerima vaksin segera lega.",4,positive
21737,2021-09-03 11:08:09,3.4.3,"Maksudnya bgmn ya setiap hari suruh perbaharui tp ku klik perbaharui g perbaharui malah tulisananya uninstal sama buka trs perbaharuinya bgmn... kan semua apl klo ada wifi update automatis, apa harus uninstal trs instal lagi itu namanya perbaharui y.... tolong jelasin dong",5,positive
21741,2021-10-02 12:48:34,3.4.6,"baca2 di balasan admin katanya kalau error2 di apklikasi disuruh email, eh di email kg gabisa 😅🤣, ini aplikasi buat tingkat NEGARA loh. yakali sekacau ini, mana informasi pribadi semua lgi, hadehh....",5,positive
21742,2021-10-01 04:21:49,,"Saya udah valsin ke 2 trus saya tunggu SMS sertifikatnya lama banget,,trus waktu SMS nya masuk, anak aku nggak sengaja hapus padahal aku belum buka ,,,trus aku bingung gmana carax mau lihat download sertifikat ke 2 ku,soalx udah nggk ad linkx",5,positive
21744,2021-11-05 03:09:17,,"bagi kesulitan sama apk peduli lindungi. begini cara nya, setelah kita download apk nya kita buka terus kalo mentok sampe syarat kita keluar lagi terus masuk melalui google chroome buka situs peduli lindungi kemudian kita daftar di google chroome baru deh apk nya bisa di pakai, saya baru saja download sertifikat vaksin pertama saya. terima kasih",5,positive
21746,2021-08-11 08:46:12,3.4.1,"So far so good, buat kalian yang kasih bintang 1 itu tidak teliti. Alias manja! Baca dan pahami baik-baik saat melakukan registrasi, dan bagi kalian yang tidak keluar sertifikat vaksin itu kalau lambat ya berasal dari penyelenggara vaksin tersebut bukan dari aplikasi! Terus masalah tahun harus digeser? Kalian saja yang tidak tahu kan bisa dipencet tahun kemudian dipilih sesuai kelahiran anda!",5,positive
21751,2021-10-01 12:52:10,3.4.5,"Bagus sih dan saya sudah bsa lht sertifikat saya tpi knp bnyk yg comen klo apliksinya g bsa dibuka serta sertiftnya g muncul ia??,,aneh x.. Sekarang saya lgi nunggu sertifikat saya ke 2 semoga bsa diterbitkan sperti sertifikat saya yg pertama.makasih",5,positive
21756,2021-08-11 15:15:22,3.4.1,"Mohon masukannya saja. Tolong bagi yg sudah vaksin ke dua agar dapat di tampilkan sertifikat vaksin yg ke dua. Karna di aplikasinya saya blm bisa membuka sertifikat tersebut, dan dapat di download dengan mudah. Terimakasih",5,positive
21759,2021-08-24 06:00:03,3.4.3,"Ini gimana..... Abis saya update, semuanya udah saya isi nama dll, tapi pas tgl lahir ga bisa masuk masuk padahal saya udah ikutin semua instruksi nya... Jadi saya ga bisa buka kode login",4,positive
21787,2022-02-22 08:47:04,4.1.0,"Awalnya sertifikat vaksin saya tdk muncul pd apk PL ini, tapi berkat koordinasi dengan akun whatsapp kemenkes RI dan mengikuti petunjuknya akhirnya muncul juga. Trima kasih 🙏",5,positive
21788,2021-10-06 07:44:46,3.4.6,"Sangat membantu semua orang,tetapi aplikasinya agak ngeleg yah. Jadi,saran saya mungkin harus ditambah kan lagi kinerjanya Semoga selalu sukses",5,positive
21796,2021-09-25 14:07:37,,Menurut saya apk ini udah bagus... Cuma yg jadi masalah terlalu sering minta diperbaharui...walau sudah diperbahrui hampir 2mnggu minta diperbharui lagi...kadang 1mnggu...jadi sy hrap jangn terlalu sering,5,positive
21802,2022-04-05 21:35:06,4.3.0,Selalu melakukan perbaikan supaya gampang untuk membuka fitur2 diaplikasi peduli lindungi.untuk yg dr awal sudah terdaftar tidak ush diminta verifikasi ktp lagi untuk membuka aplikasi,5,positive
21809,2021-10-31 13:38:02,3.4.6,Padahal saya dan ibu saya sudah di vaksin kedua Tpi gak keluar srtivikat vaksin. Maaf eh kk tpi aku itu punya akunnya punya kk saya dan pesan ya itu gak bisa masuk ke hp saya tpi terus di pakai nomor kk saya .saya akan kasih bintang 5 bagus banget 😊🙏,5,positive
21815,2021-08-21 00:36:47,3.4.1,"Lengkap, praktis dan sangat penting. Data vaksin terekam, dapat digunakan sesuai kebutuhan dan tidak dapat dipalsukan. Keren.",5,positive
21833,2021-04-07 14:16:59,3.2.6,Pertama agak sulit... tapi lama lama sudah terbiasa dan tau cara menggunakan menu2nya... ternyata sangat mudah sekali.,5,positive
21840,2021-08-17 04:15:50,3.4.1,"Alhamdulillah sejauh ini lancar, memudahkan saya dan keluarga dalam mendaftar, info nomor tiket saya terima via email (tidak via sms). Pelayanan ramah alhamdulillah ketika ada kesulitan (Walau cukup sibuk dan mesti sabar dalam menghubungi). Gratis alhamdulillah. Terimakasih Kominfo, terimakasih PeduliLindungi.",5,positive
21854,2021-11-13 16:41:12,4.0.2,"Maaf mau nanya,aplikasi sdh terpasang tapi pas tiap verivikasi kode,muncul""aplikasi terhenti""..terus berkali2..mohon solusinya..terima kasih..",5,positive
21866,2021-10-09 07:58:53,3.4.6,Tolong dong bagaimana ini.saya sudah vaksin yg pertama tgl 6 oktober kemarin.kenapa saya belum ada sertifikat vaksinnya.di aplikasi tidak ada.data sudah benar semua.tapi tidak muncul juga.,5,positive
21885,2022-03-08 02:41:54,,"Overall mempermudah banget, gak harus bawa bawa kertas bukti vaksin atau kartu. Udah tinggal scan sat set sat set jadi.",5,positive
21889,2021-05-31 07:04:01,3.2.6,"Mohon maaf admin, kenapa setiap login suka tdk bisa baca data. Dan sertifikat hasil vaksin ke 2 saya tdk juga bisa keluar padahal data benar",4,positive
21895,2021-08-27 06:32:15,3.4.3,"Sangat bermanfaat, semoga bisa mengembangkan fitur2/aplikasi yg lain utk mempermudah akses dan kegunaannya",5,positive
21902,2020-04-03 12:02:46,1.1.0,"Konsepnya bagus, kalau bisa seluruhnya install aplikasinya supaya konsepnya berjalan sesuai harapan.",5,positive
21904,2021-09-15 09:15:11,3.4.6,"Aplikasi banyak eror nya, mau scan muter-muter doang jadi terhambat keluar masuk tempat yg harus barcode. Hayo doang jangan eror mll",4,positive
21908,2021-08-02 15:07:27,3.3.6,"Ini gmna yah , udh download daftar tpi gak ada kode verifikasi yg msuk ke email . Udh coba dri kemarin2 , bsa di bantu admin ???",5,positive
21919,2021-12-23 22:13:17,4.0.6,"Saya akan melakukan perjalanan bisnis, saya sudah vaksin ke 2, sore tadi sudah swab test, sudah muncul di aplikasi PL, malam saya update versi baru, hasil swab saya hilang.. ada solusi???",5,positive
21922,2022-01-25 23:19:09,4.0.8,"Harus nya didalam aplikasi nya dikasih fitur untuk mengganti kesalahan tanggal,menurut saya kurang efektif Karna kmren pas ponakan saya vaksin sertifikat tidak muncul lalu kita membuat permohonan perubahan data,tapi setelah jadi malah tanggal vaksin nya yg salah,lalu sertifikat vaksin yang k dua blm muncul disuruh vaksin lagi karna salah cetak tanggal vaksin yang pertama Lalu membuat pengaduan malah tidak ada jawaban,kan tidak mungkin vaksin kedua dilakukan dua kali?",5,positive
21923,2021-10-19 00:10:19,,"awal2 sertifikat vaksin gak muncul, tapi setelah lapor dengan kirim email tidak menunggu waktu lama di tanggapi dan akhirnya muncul semua....terimkasih.....tetap tingkatkan pelayanan....",5,positive
21929,2021-12-01 00:38:01,4.0.5,"Saya bisa melihat sertifikat vaksin saya lewat aplikasi ini,saya sudah vaksin kedua,dan saya juga sudah mendapatkan sertifikat vaksin pertama maupun kedua,KPD pihak developer saya mengucapkan............................................................... terimakasih,👍😁, yang lainkok memberikan ranting kepada aplikasi ini kok sedikit,jika ada ranting bintang nya sampai 💯 saya beri bintang 💯",5,positive
21932,2022-11-26 03:53:27,4.5.8,Udah download malah ga terdeteksi Vaksin Booster nya udah buat daftar kerja lagi Mohon ditingkatkan atau diperbaiki lah.... Udah Vaksin ga dapet sertifikat nya,4,positive
21933,2021-09-11 11:26:54,3.4.5,"Baru download, aplikasinya langsung uptodate, bahkan sertifikat kita langsung ada, bahkan sertifikat keluarga kita bisa dimunculkan juga, ikuti aja sop nya👍🇮🇩 #IndonesiaSehat",5,positive
21934,2021-07-26 23:20:03,3.4.0,"Ini baru namanya perampingan...data vaksin ada, eHAC ada, paspor digital ada, keterangan rapid ada dalam satu aplikasi..good job Indonesia!!!",5,positive
21941,2022-02-09 23:43:25,4.0.91,Sya keluar dari aplikasi Pas saat mau masuk lagi Nomor kode sdh dapat tapi tdk muncul tulisan verifikasi jadi tdk bisa masuk sdh sya ulang terus menerus dan sya coba uninstal dan instal lagi tetap tdk ada tulisan verifikasi di peduli lindungi Di hp sya Sedangkan sya kalau kemana mana jadi bingung krn yg di tanya scan barcode peduli lindungi tolong solusinya Sdh 2 hari sya tdk pakai peduli lindungi di kantor sya terimakasih,5,positive
21950,2022-02-26 02:05:31,4.1.1,"Untuk yang berkeluh bahwa akses lokasi menyala, buka pengaturan perizinan ""IZINKAN HANYA KETIKA APLIKASI DIGUNAKAN"" alhasil tidak akan boros batrai.",5,positive
21972,2023-02-04 10:07:54,4.6.0,Memudahkan untuk pemriksaan ketika beraktifitas yg memerlukan persyaratan vaksin,5,positive
21980,2021-09-05 02:26:42,3.4.4,"Bagus ini aplikasinya, membuktikan negara peduli terhadap kelancaran perjalanan untuk bepergian dengan kartu KESEHATAN ELEKTRONIK. saya jadi bisa naik kendaraan umum dengan memperlihatkan barkode perjalanan....Terimakasih negaraku. I love you",5,positive
21997,2022-03-17 06:34:28,4.1.16,Pilihan checking cuma ada check in. Sedangkan check out tidak ada. Kalo bisa ada 2 ikon untuk memilih check in dan check out. Karena hal itu pilihan check outnya menumpuk di notifikasi. Yg dikarenakan sign untuk check outnya tidak muncul sebagai pilihan dari opsi pertama.,4,positive
22003,2021-11-15 12:11:01,3.4.3,"halo kak, ayah saya sudah vaksin dua kali tapi yang keluar cuma satu, itu saja kebalik yang seharusnya sertifikat kedua jadi sertifikat pertama, terus sertifikat vaksin yang pertama gimana kak? Sudah mengirim email, dan lain lain tapi tetap tidak ada respon di peduli lindungi juga tidak ada, padahal persyaratannya lengkap,",4,positive
22007,2021-07-10 07:36:43,3.3.4,Tolong diperbaiki untuk pengisian tanggal lahirnya.. Karena sangat menyulitkan waktu pengisian tanggalnya.. Selebihnya cukup bagus..,4,positive
22012,2022-12-07 04:10:09,4.5.9.1,sangat menolong di perjalanan luar daerah.,5,positive
22024,2020-04-28 12:09:17,2.0.2,Bagus.. baiknya lagi kal disediakan paket data gratis untuk aplikasi ini dari telkomsel... Karena untuk makan aja uda susah apalagi harus beli paket data untuk akses aplikasi...,4,positive
22027,2022-01-07 02:04:35,,"Yang bikin ribet ini aplikasi, pada saat mau isi tgl lahir bulan dan tahun... Jika umur 30 THN ke atas lama klik bulan ...mohon di perbaiki.",4,positive
22028,2023-01-16 14:41:41,4.6.0,"Sangat memberi segesti utk hidup yg berarti, penuh segesti hidup sehat dan melindungi sesama kita daribpenularan wabah penyakit ...",5,positive
22030,2021-09-30 09:42:23,3.4.6,"Aplikasinya sangat bagus, dan memudah kan kita untuk melihat sertivikat vaksin kita. trimakasi pedulilindungi.🙏",5,positive
22048,2021-09-25 02:25:39,3.4.6,"Kalo ada Yang bilang harus klik mundur manual untuk ngisi tanggal lahir,., Dia mah gaptek mungkin ya,, padahal mah tinggal klik aja tahunnya gak perlu mundur manual huuuu",5,positive
22052,2022-06-01 00:49:39,4.4.4,"Dulu di pribadi ini ada juga/muncul untuk cara membuat/mendaftar mengurus pembuatan baru atau memperpanjang paspor bagi semua warga RI yang mereka memiliki data valid di Kementerian DEPDAGRI, mengapa sekarang jadi tidak ada? Padahal itu adalah tindakan yang tepat dan cermat, seharusnya malah di update kembali yang baru oleh lembaga yang berwenang dan di share ke seluruh warga yg sudah berE-KTP dan sudah di vaksin lengkap.",4,positive
22059,2021-09-01 07:13:48,3.4.3,"Mantap membantu , cuma isi no telp atau email yg daftar di lokasi vaksin , langsung terdetect ... Akhirnya bisa jelong2 sama masuk moll ... ini nih aplikasi mantul",5,positive
22061,2020-04-06 03:03:45,1.1.0,Mungkin bisa di tambahkan tombol Refresh untuk mendapatkan info dari lokasi terupdate. Karena dari pertama login belum ada berubah,5,positive
22063,2021-09-09 12:05:32,3.4.5,Pengalaman saya antigen negatif tgl 30 agustus 2021. Saya sudah perjalanan ke bali juga tetapi tgl 1 sept aplikasi saya merah tdk dpt memasuki ruang publik. Saya sudah pengaduan dan melengkapi data2 dan sudah email bbrp kali blm ada revisi,5,positive
22067,2021-09-22 11:13:10,3.4.6,Maaf bapak ibu adm mau tanya saya sudah download dan daftar kok sertifikasi nya tidak ada mohon di bantu adm sebelumnya kartu yang dulu sudah tidak aktif lagi tetapi ini kan cukup dengan masukan NIK harusnya bisa dan ada moho petunjuk adm terima kasih,5,positive
22070,2021-07-18 12:28:10,3.3.6,"Lumayan bagus gak perlu ke web lagi untuk download sertifikatnya,harus di update aplikasinya baru bisa download sertifikatnya.",4,positive
22072,2020-04-20 01:32:32,1.4.0,"Semoga aplikasi ini benar benar membantu kita semua,,, saya baru sj instal dan sedang mempelajarinya.. sejauh ini cara kerjanya gampang dan bagus menurut saya..",5,positive
22075,2022-01-07 00:00:31,4.0.7,"Cukup membantu,karena kalau berupa kertas atau kartu bisa aja hilang atau ketinggalan, tetapi kalau aplikasi karena ada di hp jadi gak mungkin ketinggalan",4,positive
22095,2021-09-12 02:40:41,3.4.5,Sangat membantu cuma kendalanya 1 bingung kalau mau mengubah data yang sudah terkirim ternyata salah. Harus ke runah sakit yang di tuju untuk vaksin merubah data,5,positive
22101,2021-10-25 01:40:13,3.4.6,Tolong banget diperbaiki lagi aplikasinya biar bisa digunakan secara maksimal jadi tidak ada kendala saat login atau pendaftaran.Makasih kak!,5,positive
22113,2021-08-16 08:52:22,3.4.1,"Overall aplikasi nya bagus, cuma klo sdh logout pas mo login ga bs, jadi aplikasi hrs di uninstall dulu dan install lagi, setelah itu br bs login lg",4,positive
22118,2021-09-26 07:22:39,3.4.6,Sangat membantu di saat ini.. Apalagi kalau mau kemana mana harus pakai aplikasi.. Tapi untuk histori cek sertifikat vaksin kok nggak bisa di hapus,5,positive
22121,2021-09-15 10:27:45,3.4.6,"Yg kesulitan ngisi tanggal lahir, ngubahnya jangan lewat aplikasi. Tapi lewat situs pedulilindungi.id . Dijamin bisa. Silahkan dicoba.",5,positive
22129,2021-12-04 14:21:42,4.0.5,"Aplikasinya sangat mudah digunakan, dengan adanya program PeduliLindungi saya merasa terlindungi dari virus covid19. Makasih menkes sudah peduli kami.",5,positive
22137,2022-03-17 06:57:35,4.1.16,"Saya sudah vaksin 2 kali, terakhir september 2021, awalnya sertifikat vaksin bisa keluar di aplikasi kami, tapi saat ini kok sertifikatnya di klaim kembali kok gak bisa keluar, kami sudah berusaha melalui chatbot, tapi masih belum ada jawaban dan masih menunggu antrean petugas terus, mohon bantuannya harus hubungi kemana lagi?",5,positive
22138,2022-01-12 10:04:02,4.0.7,"Gimana cara klaim sertifikat vaksin? Anak saya udah vaksin dua kali (19-09-21/ 21-10-22) tapi sertifikat gak ada yg keluar. Waktu itu katanya harus aktifin KTP, udah di lakuin, terus tadi dia coba klaim sertifikat masih gak bisa juga. Ampun dah",5,positive
22145,2022-11-20 07:38:25,4.5.8,Sangat membantu utk melihat sertifikat juga jadwal vaksin.,5,positive
22149,2022-11-04 09:46:37,4.5.7,Bantuan nya kenapa tidak kluar smua data saya saat di perbarui,5,positive
22169,2021-07-26 15:35:55,3.3.6,"Gue bingung & heran sama yang kasih aplikasi ini ⭐ 1 .. Gue sih fine² aja, normal² aja pakai aplikasi ini, malahan sangat membantu .. Jujur gue ga pernah dapat sms sertifikatnya, gue cuma dapat dari aplikasi ini .. Bagi gue aplikasi ini BAGUS, ⭐⭐⭐⭐⭐ 5 .. Thanks 😉👍",5,positive
22175,2021-09-13 16:06:17,,Ass aplikasi pedulindungi...merupaka aplikasi yg sangat membantu untuk menemukan cara memunculkan certifikat vaksin Namun satu hal yang saya usulkan bgamna bisa memunculkan permintaan lain selain pemilik akun itu sendiri,5,positive
22178,2021-10-09 03:07:33,3.4.6,"Kemarin setatus faksin sudah ke 2nya muncul,dan warna hijau,setelah di minta pembaharuan malah jadi kuning,dan setatus paksin ke duanya hilang.tolong di cek kembali sistemnya.",5,positive
22190,2021-10-21 11:30:41,3.4.6,"Cepat tidak bertele tele. Hanya utk yg darah tinggi bawaan walaupun tidak ada keluhan ,tetapi di tunda...harusnya di perbolehkan.",5,positive
22195,2021-09-21 13:39:58,3.4.6,Pemakaian daya baterai hp cukup banyak ketika akses lokasi dinyalakan. Selebihnya belum / tidak ada masalah.,5,positive
22196,2021-10-05 12:38:16,,"Halo, saya mau tanya.. Kenapa aplikasi saya pada saat memasukan kode otp untuk pendaftaran vaksin tidak bisa? Hanya internal server error terus. Mohon bantuannya jawaban, karena besok sy mau vaksin dan sudah saya coba berhari2 ttp tdk bisa",4,positive
22198,2021-09-24 14:50:56,3.4.6,"Sangat membantu pergi kemana2,mungkin perlu dikembangkan lagi agar lebih fleksibel dan dimengerti untuk temen2 yg baru pakai aplikasi ini.salam Indonesia Sehat",5,positive
22214,2020-05-25 05:56:25,2.1.4,Aplikasi nya cukup membantu..membuat kita lbh aware thd diri maupun ornglain...lbh di update lagi data²nya...terutama update daerah zona terpapar...,4,positive
22215,2021-08-14 00:00:32,3.4.1,"Aplikasi ini sangat baik kita bisa pantau lokasi di sekitar kita termasuk zona merah atau hijau, dan nomor vaksin kita langsung bisa di lihat juga menut saya sangat manfaat terimakasih KEMENKES RI",5,positive
22219,2021-07-21 05:51:55,3.3.6,Koq sertifikat saya ga ada?? Saya pakai aplikasi untuk download sertifikat Krn dari SMS terhapus tapi koq tulisannya ga ada...,4,positive
22223,2022-01-24 04:05:23,4.0.8,Baguus...tp terkadang kendala saat scan barcode nya gak tau kenapa...padahal 2-3 jam sebelumnya bisa buat scan barcode yg lainnya...,5,positive
22231,2021-09-30 14:48:00,3.4.6,"Bagus ko Aplikasinya Fiturnya jga banyak banget.....Oh iya pesen aja nih ya buat yg buat,Pas di awal itu kalau ada yg mau Registrasi itu jangan di persulit atau di. Bikin teka teki dulu nanti yang ada orang yang komen itu pada negatif semuanya,,,,Yaaa perbaiki aja tuh cara Registrasi di Nama nya yaaaaaa sekiranya orang umum bisa aja",5,positive
22236,2021-07-03 05:21:14,3.2.6,"Bagus kalau bisa ditambah menu data rumah sakit atau apa yg berkenan dengan kesehatan . Kenapa gak bisa dibuka notifikasi jaringan tidak ada , tp buat internetan lancar ...",4,positive
22239,2021-07-26 10:19:00,3.4.0,aplikasi ini sangat membantu saya mengdapatkan sertifikat walaupun awalnya sempat bingung namun pada akhirnya saya berhasil mendapatkan sertifikat vaksinya terima kasih banyak,5,positive
22242,2021-07-11 14:46:09,3.3.4,Aplikasi yang sangat membantu untuk melakukan tracing/warning saat pandemi seperti saat ini. Untuk mengingatkan penggunanya aplikasi ini untuk menghindari daerah-daerah yang berpotensi saling menularkan. Tq,5,positive
22247,2021-09-07 05:09:46,,"Halo, sebenarnya aplikasi ini sangat bagus buat saya, tapi ga tau deh kalau orang lain, tapi kenapa yaa setiap mau cek sertifikat vaksin 1 dan 2 di aplikasi ini malah tidak tersedia, tapi kalau di web tersedia juga? Mohon konfirmasi yaa, Thank you",4,positive
22264,2021-07-28 00:44:41,3.4.0,Dari tadi bolak balik log in sertifikat tidak keluar padahal data sudah benar.dan sudah lakukan vaksin 1 dan 2.tolong gimana caranya biar serrifikat bisa keluar,5,positive
22267,2022-05-27 12:16:17,4.2.0,Terlalu lemot loading untuk.pembaharuan nya...banyak iklan yang masuk yg menurut saya kurang efektif.mksh,4,positive
22268,2022-02-14 12:43:54,4.1.0,"Gamenya seru, cuma banyak bug nya, tapi gpp mas drivernya ramah banget abis pesen truk jeruk rasa molen saya jadi paham kalo astrazeneca itu Sinovaknya vaksin, mantap min teruskan,tidak rahmat bintang 5",5,positive
22280,2021-10-13 11:03:10,3.4.6,Perlu dibuka akses untuk mereka yang tidak punya gadget. Yes teknologi belum menyentuh semua orang. Jadi perlu back up. Contoh. Bagaimana orang2 yang tidak punya gadget bisa mengakses sertifikat vaksin mereka. Mohon disolusikan.,4,positive
22294,2021-07-13 09:08:34,3.3.5,"Saran biar ada sertifikat nya, pas log on jangan pakai email tapi pakai nomor hp, kode otp nya harus masuk lewat nomor hp, jangan lewat email, kalo lewat email gk ada muncul sertifikatnya di aplikasi",5,positive
22303,2021-08-09 00:13:07,3.4.1,"Hampir sempurna, semua lancar kecuali tgl lahir tdk bisa diketik langsung. Sehingga untuk mengisi harus geser tgl nya lama sekali. Karena umur saya sdh di atas 50 tahun.",4,positive
22305,2021-10-11 02:29:52,3.4.6,aplikasi sampah udah gk bisa masuk aplikasi jadi gk bisa masuk kemana2 padahal sudah sesuai ktp...... lama2 masuk rumah sendiri juga harus pake aplikasi,5,positive
22318,2021-10-11 23:34:27,3.4.6,"Kenapa sistem barcode saya tidak muncul ea,....jadi saya kesusahan untuk masuk t4 yang pengunjungx harus scan QR.,udch dimasukan di profil sllu prksa nama&nik ...untuk sertifikat sch gk ad msakah muncul gimana solusix",4,positive
22324,2021-11-19 05:55:22,4.0.2,"Saya sudah vaksin 2 kali tapi tidak muncul di aplikasi sudah lebih dari 4 bulan, akibatnya saya tidak bisa beraktifitas normal mohon Solusinya jangan hanya ucapan terimakasih atas masukan dari pengguna aplikasi ini",5,positive
22327,2022-09-03 04:50:10,,"Setelah diupdate terbaru, aplikasi tidak bisa dibuka, walau sudah di uninstal dan didowload lagi. Sama saja tidak bisa dibuka.",4,positive
22334,2020-04-12 08:55:01,1.3.0,Semoga selalu ada peningkatan cara kerja pada aplikasi ini.. semoga semakin efisien.. semakin banyak yg download supaya saling membantu utk peduli,5,positive
22336,2021-09-11 10:34:52,3.4.5,"Mohon diperbaiki lagi, sering keluar kalau di-update malah suruh log-in lagi,udah diset tempatnya eh malah masuk ke kota lain, mohon diperbaiki lagi",4,positive
22347,2021-09-11 12:45:35,3.4.5,Sudah download aplikasi dan mengisi data akun dengan lengkap. Tapi tetap tidak bisa menampilkan sertifikat vaksin.. bagaimana caranya ??,4,positive
22350,2021-08-19 00:42:24,3.4.1,"Nama di sertifikat vaksin saya tidak sesuai dengan nama di KTP,padahal saya butuh sertifikat nya untuk bekerja sudah konfirmasi memalui e mail tpi belum ada tanggapan sama sekali",4,positive
22378,2021-09-23 20:58:52,3.4.6,Sertifikat vaksin ke 2 saya belum keluar smpe skrg padahal kalo dari website sudah bsa d akses sejak lama...sdh email utk komplain jg blom ada jwaban..,4,positive
22383,2021-08-07 04:39:36,3.4.1,Saya mau isi Ehac perjalanan keluar negeri tapi masukkan negara tujuan nggak ada. Daerah tujuan juga gak ada. Yang ada malah kabupaten2 di indonesia. Misalnya jakarta itu dalam negeri atau luar negeri? Mohon dibenahi lagi.,4,positive
22387,2020-04-22 04:18:15,2.0.0,"Setelah update malah terjadi Bug dan keluar otomatis,tolong di tingkatkan lagi. Terima kasih",5,positive
22389,2021-09-03 05:59:36,3.4.4,Aplikasi ini sangat menolong memahami situasi dan memberikan gambaran kondisi riil di manapun kita berada. Selain membantu mengurangi penyebaran covid juga memberikan update terkini perkembangan pandemi . Luar biasa ide pembuatan program ini. Semoga sehat selalu semua sesama anak bangsa Indonesia. Gbu,5,positive
22392,2021-07-09 11:44:24,,"Saya sudah vaksin, tapi sertifikat belum muncul juga ya.. Banyak keluhan dari masyarakat, tolong di update dong, masa ga ada solusi ya. Kan masyarakat sangat butuh sm sertifikat tersebut",4,positive
22398,2021-05-10 03:24:45,3.2.6,"Aplikasinya tidak bisa jalan karena hp jailbreak, padahal hp aku blm pernah diapa2in, bagaimana ini, mau cetak sertifikat punya ortu ga bisa masuk aplikasi",5,positive
22403,2022-03-24 22:46:23,4.2.0,"Kira kira aplikasi ini hrs pake internet yg model bgmn kah setiap mau masuk sll blg ""tidak ada koneksi internet"" pdhl klo buka yg laen lancar2 sja...diperbaiki lah...😒😒😒",4,positive
22409,2021-07-28 08:31:51,3.4.0,"Hebat saya langsung unduh sertifikat vaksin saya dan juga keluarga saya,awalnya saya bingung tapi setelah saya pelajari ternyata bisa,dan bagusjya lagi ada ling untuk dokter online nya,keren keren keren",5,positive
22411,2021-11-16 20:14:49,4.0.2,"Buat yg ga bisa log in coba ukuran teks nya di perkecil dulu deh, nanti tulisan setuju nya bakal keliatan. Sekedar info",5,positive
22415,2021-07-13 12:00:39,3.3.4,"Susah banget verifikasi kode, padahal kode yg dimasukkan sudah benar, tapi tetep invalid code Mulu :') Update : sudah bisa verif, terima kasih",4,positive
22416,2022-02-14 08:01:17,4.1.0,"Saya sudah Test Antigen 2 kali dengan hasil negatif tapi tidak masuk ke aplikasi Peduli Lindungi, sedangkan kata Kimia Farma nya sudah di input. Saya bisa lapor ke mana ya? Terima kasih atas bantuannya, aplikasi saya sudah Hijau lagi",5,positive
22417,2021-09-05 12:44:16,3.4.4,Banyak opsi yang membingungkan saat instal aplikasi untuk pertama kali bagi calon penumpang. Mohon dipersingkat dan dibuat se sederhana mungkin,4,positive
22419,2021-09-10 09:12:42,3.4.5,Dengan download aplikasi peduli lindungi sangat membantu dan mempermudah dalam perjalanan kemana saja terima kasih atas aplikasi nya ini sangat membantu dan mudah di bawa kemana saja,5,positive
22425,2021-08-06 16:26:50,3.3.4,"Iseng buka jam 11 malam gampang masuk, unduh sertifikat jg lancar dan cepat...tapi kalo jam sebelum itu susah",4,positive
22426,2021-07-29 04:02:20,3.4.0,"Loading Lama, Sangat Tidak Stabil. ""Terjadi kesalahan, Silahkan coba lagi"" begitu katanya. Lebih baik gunakan yang versi web.",5,positive
22427,2021-08-24 08:03:35,3.4.2,Baguss..😍😍 Tadinya blom paham cara penginputannya..tapi setelah banyak daftarin orang jadi tau banyak cara cepatnya terutama yang tanggal lahir..ternyata aku sebodoh itu dulu scrooll teruss sampai puluhan tahun pergantian kalendernya😭😭 sampai emosi tangan jemper.. Terimakasih #pedulilindungi,5,positive
22429,2020-05-03 13:15:29,2.0.3,"Oke, sdah diperbaiki.. Aplikasi lebih nyaman digunakan dengan fitur tambahan.. Semoga makin berkembang.",5,positive
